overall_1%,overall_5%,overall_25%,overall_50%,overall_75%,overall_95%,overall_99%,simple_1%,simple_5%,simple_25%,simple_50%,simple_75%,simple_95%,simple_99%,complex_1%,complex_5%,complex_25%,complex_50%,complex_75%,complex_95%,complex_99%,dname,epoch,ptrain,seed
0.06424333358086796,0.15807748053763443,0.5645353173913042,1.04655825,1.5231334854194407,5.553616294999999,20.20009769380953,0.05776530800859323,0.14017875267857144,0.4754556528532609,0.9736737441835968,1.7717065581615121,7.744738750000003,29.857212169999826,0.07270270992760182,0.17479456833333334,0.6661687125,1.07647555,1.37800905,3.9492069999999977,11.49177796999997,DBLP,100,0.01,9
0.030704500304289267,0.09155951065308256,0.48797211124999995,1.475621111888112,2.484398514705882,11.156696849999998,39.20257590000007,0.024842279929505814,0.07944116526988637,0.3682285570923376,1.1722141666666668,3.2568626875,18.828226916289612,57.24036216999986,0.03848003421482332,0.10822878576797389,0.6686427175,1.5458702,2.1961931,5.649504074999998,14.52318318499999,DBLP,100,0.09,0
0.05531520837976102,0.14041896251919225,0.5242000991071429,1.1409937,1.582834625,5.124375833333329,16.807356810000066,0.054326401830675976,0.12333705956604274,0.40698252696850395,0.8580620299999999,1.793212675,7.295643635000006,29.2272738999997,0.056893690246273436,0.16097992362637364,0.66790115,1.1719037,1.4923095499999999,3.697064464999992,9.231454349999995,DBLP,100,0.09,9
0.027738198649291154,0.07860447378086279,0.40239034349250935,1.24182005,2.0916983499999997,6.713594363888888,22.012579300000013,0.025846555451222723,0.06629858349816076,0.2809638107142857,0.7681088390522877,2.2422496931818183,10.796815700000009,33.306121719999915,0.031112114252329195,0.0954530843154762,0.6285281475,1.4027914,2.0341199249999997,4.1078537049999975,9.342444016666667,DBLP,100,0.18,0
0.07327734026903465,0.18851051865707436,0.660776675,1.2209626500000001,1.848567921436588,7.254771124999998,24.361210620000108,0.06367279515734459,0.15836849514285714,0.5529964426711089,1.0190854019662923,2.011694425,10.103058582142861,39.59959789999967,0.08250407143589743,0.2268713666878288,0.8349104125,1.2650623,1.7628470500000002,5.358324549999999,15.703219149999976,DBLP,100,0.18,9
0.04094169517080187,0.1250029835588443,0.5516915709302326,1.2268788192307694,2.03885405,7.683348274999988,27.756557660000116,0.03473422180384615,0.10454475362462294,0.41666104617117117,0.9840086833333332,2.124607561682243,10.585824650000006,40.956349040909096,0.047809380356275306,0.16905957900584798,0.7503939500000001,1.3227459750000001,1.9953142,5.490041549999996,15.967746939999948,DBLP,100,0.35,0
0.06480451662121213,0.16981964818059303,0.6337697344798657,1.2728844121212122,1.7783550999999997,6.589184933333332,23.301332030000044,0.0620869110203897,0.15214245846762794,0.5082378380310457,1.011586647125335,1.98825983127572,9.913106800000003,38.632172489999995,0.0686440282242647,0.19492708825757576,0.7675384687500001,1.31940475,1.691300975,4.108878866666666,12.434479209999997,DBLP,100,0.35,9
0.05306010787755103,0.14921458255555559,0.585140035,1.0799661999999999,1.6612525249999999,7.293502593749993,32.40743074000002,0.046002738067460316,0.1324993940993266,0.5364697956367924,1.0603810354430379,2.16628125,10.746010100000015,44.46597097285669,0.059985478225146195,0.16498675863137816,0.6319678968750001,1.0865770500000003,1.42822118,4.142425793749985,15.517321346666659,DBLP,100,0.7,0
0.06669208019761699,0.17737047,0.5985890500000001,1.1201351,1.56973265,6.288227039999995,20.848460630000005,0.060613874177674415,0.1436850189935065,0.500156918872549,0.9865506615356083,1.7277130913978496,8.12165198125,35.540547649999745,0.08118132979230769,0.22913734787037038,0.6960371839285714,1.14589225,1.46549445,4.883450439999999,11.24153587333332,DBLP,100,0.7,9
0.05727519482644628,0.15147337581395348,0.5657151057692307,1.1382828,1.6654486,5.471696656666664,20.647560943888987,0.05850479602564103,0.13569230867617013,0.47351840253840305,1.0024871135468891,1.9163516056451615,8.514955106060608,32.456162089999836,0.05646412245238096,0.1723147121935096,0.6733556875,1.1740107499999999,1.5551936833333333,3.386549244999997,9.034227879999984,DBLP,100,1.0,0
0.07494370131666667,0.18938061833333333,0.6406832284946237,1.1614399376513318,1.782419303846154,6.1492763874999925,21.58882515000007,0.07378650201032258,0.1765009493410853,0.5458603833333333,1.0745974833333334,2.003765875,8.886475350000005,38.853578369999724,0.0753577694,0.19949283560000003,0.7547235625,1.2001506499999999,1.646137325,3.909130864999996,9.834675394999998,DBLP,100,1.0,9
0.36540173200000003,0.5814863191666667,0.9520183525,1.0024736362452806,1.096596711713322,1.5740814946022725,2.6105820500000005,0.4485163274285714,0.664382542838983,0.9648428640524933,1.0042485039691949,1.0756748720523757,1.4179483923842877,2.121326495000001,0.3383408743333333,0.5226055375,0.9435691525,0.99631125,1.139321112844893,1.7962343666666656,2.8646988329999963,GENE,100,0.01,9
0.4063432236086956,0.6155169174999999,0.9075216014784947,0.985704741038961,1.0513113635178857,1.6177984949999997,2.668775200000014,0.4876294397272727,0.6913599951951953,0.9070460002951006,0.9877463235592719,1.023254291071607,1.4064010779954568,2.3490964600000037,0.34571538292857146,0.5480639783333333,0.9079211666666667,0.9839417,1.106946780952381,1.8524665649999983,3.0649561066666635,GENE,100,0.09,9
0.3854627313445693,0.5830334207142857,0.9414915517076309,1.001040041601664,1.0885899436305733,1.5414790449999998,2.6057778050000047,0.44573119850000004,0.6456466718419196,0.9522069586321191,1.0016585915826637,1.07068427182692,1.3937390185714278,2.150523724500005,0.3553094199754902,0.5292525474117648,0.9200403833333333,0.9988844593984962,1.1159691026940903,1.7131661499999997,2.775412949999997,GENE,100,0.18,9
0.3543616123333333,0.54906931,0.9210795330118231,0.9955445901611536,1.050021167342822,1.4317207623076922,2.349710664000007,0.40898610560502285,0.6173185950000001,0.9292210526626438,1.001105116037184,1.0466939786089295,1.280631820416666,1.935018568181821,0.3295044140668605,0.5052187101229508,0.9132119861111111,0.9678092,1.054622777912445,1.5950605966666647,2.659578862499999,GENE,100,0.35,9
0.37816854052500004,0.5730380368421052,0.8965247008842795,0.983723274691358,1.0603624605333763,1.5424598319999998,2.5248679910000282,0.42391279863736264,0.628437243377193,0.9327668604216807,0.9971648497974341,1.0451766776895286,1.32503163251132,2.0431720588571456,0.32717404066666667,0.5253286359375,0.8730818670270271,0.95218735,1.0915463945439738,1.745132483333333,3.058807305499998,GENE,100,0.7,9
0.3727501303809524,0.5902344911111111,0.9430901062911184,1.0,1.0764561412004587,1.586662304512195,2.637558143000009,0.4809899625,0.7087922102820091,0.953477209065934,1.0009099181073704,1.065556559363126,1.4658948278424566,2.266281885000001,0.3265680712222222,0.5294680800000001,0.9326453147727273,0.9850207499999999,1.0950895875,1.6770032974999978,2.7740250394999983,GENE,100,1.0,0
0.39453635244999996,0.6141131425,0.9384940586913922,1.010869721817138,1.0817206499999998,1.580924461666666,2.596308826,0.471412685,0.6786837808333334,0.9370366625000001,1.0007404248572551,1.0594506558389676,1.396617544444444,2.300451243000013,0.3469075488333333,0.5546040670454545,0.9415000012488899,1.0294146499999999,1.1220280661764703,1.7591645495833332,2.909730966666666,GENE,100,1.0,9
